,App Name,Review,"Revew Length
 in Characters",Mongo ID
72,The Weather Channel,"I used to love this app then the ads got insane. I dealt with the ads for a while and then decided to go ahead and pay for the app. I purchased the premium app and felt like the $5 was a fair price for access to all Weather Channel content. Then I tried to login with my PC and found that the $5 only works on the app. $5 per platform? There’s not even a bundle option?!? Its 2021, all the content generated on a website can easily be adapted for IOS or Android. A business pretending that each platform costs extra is either using outdated tech or their staff is incompetent. Anyone can use Wix to build a website that accessible from any platform, and you’re telling me The Weather Channel tech team can’t figure that out? The same company that can literally track the weather can’t figure out an app? Bah. You don’t pay extra to use Netflix or any other mainstream app on multiple platforms, so why does The Weather Channel think that’s ok? Either way, the customer is the one getting screwed while The Weather Channel double dips. Yall got my $5 for a month, so I hope you enjoy it. Yall would have literally made 12x that a year without the shady practices. There must be a lot of people who fall for this. Since I can’t trust the company, I'll cancel the app and use another service. I'll leave 1 star because the content, if you can access it, is good. The common response for these kinds of reviews is that they are ""working on it"" and trying to find a fix. To that I say sure you are. The reviews complaining about this company’s shady ""premium"" features and ads go back years. Absolutely appalling. I just wish I'd read the reviews before wasting money.",1663,6480951dd58440aff03608eb
73,KATWARN,"Das Gebiet, für das gewarnt wird, ist zu groß. Daher gibt es oft Warnungen zum Beispiel über Unwetter und es kommt dann gar kein Unwetter. Wenn das ein paarmal passiert ist, nimmt man die App nicht mehr sonderlich ernst. Umgekehrt warnt die App oft zu spät. Draußen regnet und stürmt es und eine Viertelstunde später kommt eine Warnung. Und zum Amoklauf in München braucht man wohl kaum noch etwas zu sagen, hier hat die App wegen Überlastung vollkommen versagt. Die Warnung der App kam 2 Stunden zu spät und war damit völlig nutzlos.

Zu Bedienung/UI: Ich habe beim Support angefragt, ob man in die App nicht eine Nachtschaltung für den Benachrichtigungston einbauen könnte. Natürlich sind die Warnungen wichtig, aber eben nicht alle und manchmal will ich sie eben nicht hören, zum Beispiel nachts. Eine Nachtschaltung zur Unterdrückung des Tons wäre daher sinnvoll. Am besten wäre eine Auswahlmöglichkeit für bestimmte Warnungen. Starkregen ist mir in der Nacht wohl egal, ein Katastrophenunwetter oder Terroranschlag natürlich nicht. KATWARN verweigert dies aber grundsätzlich. Man solle die iOS ""nicht stören"" Funktion verwenden. Dies hätte natürlich Auswirkungen auf alle Apps, und das will ich ja gerade nicht. Alternativ solle ich halt den Ton ausstellen. Sehr lustig, auch das hat Einfluss auf alle Apps und das will ich nicht. Dann könne man ja abends bei den Mitteilungen der App den Ton immer ausstellen. Das soll ich also jeden Abend machen und morgens wieder einstellen? Unglaublich, wie ignorant Support sein kann. Warum werden die Nutzer so bevormundet? Warum baut man es nicht als Option in die App ein und lässt die Nutzer selbst entscheiden?",1659,64812f8b7a3b99eab4861e83
74,Hurricane Tracker,"My original review from 2016:

I purchased this app specifically to stay updated on the progress of Hurricane Matthew (I live in central Florida.) The app functioned well until sometime around 11:00 pm on the night landfall was expected, then failed. By ""failed"" I mean it quit providing NHC advisories or graphics. Let me be clear: I never lost power, and my wifi remained functioning throughout the night, but this app quit providing critical information at the most critical time. If you are considering the purchase of this app to keep you informed during a hurricane emergency, look elsewhere. I could not be more dissatisfied with this app. If I could have given it zero stars I would have done so. EZ Apps, Inc. has done a great disservice to any who, like me, relied on this app to provide what could have been life-saving information in the midst of a massive category 4 hurricane.

UPDATE, 5/22/17. I received a response overnight from the developer explaining that the aforementioned failure was the result of NOAA's systems crashing. As the 2017 hurricane season is upon us, I'll give this app another run, and re-evaluate my rating at the end of the season.

UPDATE, 9/27/17. Whatever issues may have been evident last year when I first reviewed this app have apparently been resolved. I live in Lakeland, FL, and Hurricane Irma passed directly through our city. This app functioned well (with a few minor and short-lived freeze-ups) through the entire grueling ordeal of that storm. Congratulations on continuing to improve this app, and on addressing previous deficiencies. This app was a tremendous asset as Irma approached and moved on.",1653,64812d927a3b99eab4861828
75,Citizen: Local Safety Alerts,"I originally gave this app 5 stars.. Unlike 2 other better touted apps this one actually tells me about crime and actually tells me where it is. //// I changed it to 1 because the contact tracing feature requires Bluetooth. I will not enable Bluetooth, because suddenly nothing on my phone that has to connect to the Internet or to my phone service provider connects. There is ABSOLUTELY NOTHING about contract tracing that should need BLUETOOTH. ALL Bluetooth does for you is wireless device connections I don't need and have found a nuisance. What, does it want and need to connect to my neighbors' wireless devices in order to know who I have had contact with? Talk about invasion of privacy - don't even think about it.///// The makers of this device need to get over themselves. I would use contact tracing if it worked normally. If I get ONE MORE NAG about ANYTHING TO DO WITH CONTACT TRACING FUNCTIONALITY I'm liable to uninstall it! /// And DON""T TALK BACK TO ME ABOUT THIS REVIEW, it won't improve your rating! In fact, I'm changing my rating to 2, so I can change it to 1 if you talk back to me! Most app makers are WAY TOO ARROGANT to have any idea when not to open their mouths. ////

In fact, just because the notion that you would connect to my neighbors' Bluetooth devices in order to know where I am and who I am near, is so aggregious, that, I am just going to notify some tech sources and any review of this app to make them aware of the serious invasion of privacy! Whether I want the government to know where I've been is one matter; whether I want you knowing about my neighbors' Bluetooth devices is quite another.",1636,648093ceba8226394e6c99e1
76,Personal Safety,"There's a balance between paranoia of collecting too much private data that may be shared with 3rd parties, and rapid access to information in case of emergency. This app seems like it will be very useful, if first responders are actually trained to check your phone. I'd hope that Google is reaching out to them about this. For most people, it isn't a big deal. If you're in a car crash or other disabling emergency, they just need to know that you need a hospital, and when you wake up, you'll be able to ask to contact people. For some people, they need a list of meds daily. Without that information, unless you happened to have all your med bottles with you, those critical medications may be missed. 6 hours after a car crash, you may go into a hypertensive crisis. It'd be much better if they already knew how much of what drugs work for you, so you won't add heart attack to your list of problems. It's not usually a secret who your close friends are. You're already sending them IMs and emails on a regular basis. Listing them in this way isn't really a security risk. The NSA already knows who they are. You need the paramedics or nurse in the hospital to know too. I am against sharing too much data. I've seen what datamining companies have, and it disturbs me. This is one of the rare good reasons to share your private data. I'm tentatively giving 5 stars. If a team of covert operatives take me away to a black site, I'll change it to 1 star. If it doesn't help in an actual emergency, the stars are going down. Looks like 2021 will be a good year for hurricanes, there should be plenty of chances to test it.",1624,6480931829b62ce154d75beb
77,The Weather Channel,"I love it!  I don't even have to think about checking the weather, I get alerts and am always the first to know what is coming next which I like.  With two active kids under age 7 we spend as much time as possible outdoors so this app helps me find that 1 hour pocket of dry time between the rain for a park visit, or the best time to go play in the fleeting Oregon snow, or when to plan on avoiding a nasty dangerous commute.  I also love the specific and frequent weather/storm updates and alerts, not just locally but all over the US and links to international breaking news.  We have family and friends all over the US, Canada, UAE, Europe, South America, etc so it's always good to know what's going on everywhere.  I used to skip between 3 or 4 major weather sites and piece it all together but now the weather channel does it for me.  Also, people complain about the adds, and they used to bother me, but this is a quality news outlet and they aren't a charity working for free, they have to pay for this to work somehow!  I feel the 10 second (or so) ads are barely even noticeable and have actually been appropriate, tasteful, and very short for the most part.  I think a few seconds of my time here and there is a very small price to pay for a FREE service of quality.  That said, I would pay for this app to be add free just to support you guys, like 3 bucks/mo or so, maybe more if you added some fun features or bonuses.  I don't know if that could come close to touching your ad revenue though..... I wrote a book lol.  Bottom line, I love it!  Thank you for a great app that helps me stay informed.",1613,6480a525d58440aff03893d7
78,Hurricane Tracker,"Rather disappointed with Hurricane Tracker App as of late May 2023. Not only does the developer (EZ Apps, Inc.) initially charge for the app download (obviously this was not an issue), but now the developer wants an additional $25 yearly subscription to view “premium” content for the Atlantic basin only. 
First, users have already paid for content with initial download payment. Second, ironic that only the upgraded premium content applies to the very active area of the Atlantic Basin where a vast number of storms develop and/occur during hurricane season and beyond. So, a certain region is singled out only! Third, while I have absolutely no data to back up this statement, I would imagine a large number of users for this region use this app as a weather detection monitor and/or early warning updates given the high volatility of hurricanes and even severe weather. Finally, might you consider offering more premium content to attract new users to download your app versus gouging the paid users. Old adage: attract more flies with honey 

**Will update star rating if changes noted on developer’s end/Hurr Tracker App

Per the app: 
GO PREMIUM and get access to highly detailed graphics from the Hurricane Tracker App team! Currently available for active Atlantic Basin storms that threaten land. Based on NHC data of course!

App downloads have been decreasing year over year and we wanted to proivide a service that would give our users more detail and your support ensures the Hurricane Tracker App keeps going for years to come. This is our full time job and we know many of you depend on us",1605,64812d927a3b99eab4860c29
79,NOAA Weather Radar Live & Alerts,"A most outstanding app. I live in Rockport-Fulton, Texas and on August 
25,2017, I hunkered down in my small wood framed home only 4 blocks from 
the shore. As a 30 year retired paramedic, I wanted to stay and try to be 
of help to those I knew would certainly need it after Harvey had passed. 
After spending two straight days away from commercial media and under the 
impression that the storm would approach at Cat 2 level, 3 at worst, while 
I was out helping others board up and get out of town. My little cottage 
was last on my list to prepare. By the time I got it done and receive the 
latest reports, It was way too late to evacuate. During this potentially 
deadly storm, at first, I relied on cable TV for up to date info. But that 
didn't last long because the cable was the first to go. As the winds 
approached 130mph, it was the electricity that went. My car was sheltered 
in a garage and provided continuous power for my mobile phone and this APP 
to keep me in touch with the world and knowledge of the Beast that raged 
outside. First in one direction, then after the eye passed, in the opposite 
direction. As the storm moved inland, the farthest and last cell tower I 
could use finally went down. The wind was appx 140mph with gusts to 160mph 
right here at home sweet home. Lesson learned. 1) I will NEVER ride out a 
killer hurricane again because dead paramedics have never saved anyone. 2) 
NOAA Weather Radar is the absolute best friend you can have when a beast 
like Harvey is knocking on the door. Many thanks to a great team for being 
there when I needed you the most!",1601,6480950d991eb46aaf10a7ff
80,Citizen: Local Safety Alerts,"It’s a good app to keep yourself up to date with the latest happenings in your area and monitor what its degenerates are up to so you can avoid areas where incidents are highlighted. 

However, Citizen has chosen to inappropriately moderate comments that don’t have a liberal slant, and has removed any comments critical of situations like the riots that have sparked throughout my local area. We ARE allowed to express disapproval for these actions as it is our first-amendment right to do as such, and yet Citizen will remove comments from people who are not enthusiastic at the prospect of having their neighbourhood become a war zone or having their businesses looted by 21st century vandals. 

As long as no one is saying things that are threats, sharing pornographic links, or using racial slurs, there should be no moderation of comments. People falsely mass-flagging comments they don’t like as abusive is also a huge issue that needs to be taken seriously, as this is a known tactic of political extremist groups to do in order to silent dissent, and Citizen needs to take this abuse of their app’s mechanics more seriously. There should be an option for false comment flaggers to have their accounts suspended from commenting as well, not just those being attacked.

A first amendment right to free speech includes protests, but it does not include looting and riots. It also most certainly includes the ability to be critical of these protests without being abused for it, and your moderation team needs to focus on the people trying to silence anyone who’s critical of free speech.",1593,6481297c7a3b99eab485f6c7
81,Citizen: Local Safety Alerts,"i never update apps anymore bc they always get worse, but was forced to in order to continue to use citizen and yup, its worse. and as i expected as i was downloading the app, theyre doing more shilling of their premium, which is $19.99 a month btw! you used to be able to look on past events, the grayed out ones from days or even hours ago, but now they want you to pay premium to be able to see that info, when it used to be FREE!!!! i will never understand why apps paywall features that were free like thats not gonna anger/frustrate people or get them to use it less. it also doesnt help that most of the events are barely accurate or timely anymore. oh and just now the app pooped itself. i tabbed out, and opened it back up and it was blank. restarted the app and still the same thing. cant even use it now and wont even bother to uninstall and reinstall. not worth it at this point. OH! not to even mention the amount of toxicity in the comments, such as hard racism, people that are happy people died, death wishes, lgbt+ phobia, classism, ignorant political strife, victim blaming, and more. i got temp banned for making yo mama jokes, but so many users regularly being blatantly hateful and encouraging death and violence are left free to spread their hate. if you report a comment, it just deletes it from your view. its unknown whether anything is actually done about certain things. maybe they do considering i got temp banned for innocuous jokes, but the widespread hate and ignorance on there gives me no hope they actually do anything about hateful conduct. its ridiculous.",1591,6481297c7a3b99eab485f7ff
82,Citizen: Local Safety Alerts,"Why give your users an option when you're forcing us to set our location settings to always? Are you selling our location data like Facebook? The purpose of the app if to give us a heads up if something is happening near us but your notification doesn’t pop up until way after the situation has been over and done with. How does that help me? I kept the app to see incidents before they get on the news. But it's not worth being constantly harassed by your pop up that won't allow me to use the app if I don't change my locations setting to always.

You're lying to your users about when and how you use our information. 

You lied about the configuration. Your privacy policy states that if it's not set to ""Always"" the app won't work. 
YOUR CHOICES REGARDING YOUR INFORMATION
Mobile Device. In order to use the Service in any manner, you must enable your mobile device as follows:  to receive push notifications from the App; to permit the App to access both the camera and microphone for your device (at your election); and to permit the App to access your location (even in the background, i.e., when the App is not open on your device). (For example, the Service is designed to deliver push notifications to users within a certain radius of a reported incident.) If you do not enable your mobile device accordingly (including enabling any additional features or functions that sp0n elects to make mandatory for use of the App), the App will not function on your device.

DELETED AND REINSTALLED AND UNLESS I SET MY LOCATION TO ALWAYS I CAN'T USE THE APP AT ALL. 
DO NOT INSTALL THIS APP",1591,6481297c7a3b99eab485f74b
83,Citizen: Local Safety Alerts,"No clue why all the positive reviews considering the experience I had with this app. I receive multiple alerts a day... either weather alerts (which I already get for free from my weather apps) or meaningless ""notifications"" ... or ads? ... not sure what to call them but they aren't at all useful. Even better are the occasional alerts at 2-3AM with a blaring siren noise that wakes everyone in a 5 miles radius... oh and to notify us all that light rain is approaching (not literally but might as well be light rain). There is NO WAY to change alerts other than entirely disable in iOS settings. You want a repeat of what you already get on any number of social media apps? Info you already get from many weather and news apps that you receive before citizen even knows there's an issue? Then you'll love this app.  All this for the bargain price of $200 per year (it's that inexpensive only if you pay for an entire year up front)... easily the MOST EXPENSIVE subscription I have... I just checked- I currently have 32 active subs in many categories and this is by far the most expensive... thankfully I gave this app a try for a few weeks before paying for it.

Last, this is also the only app I have and ever had that not only requires my location all the time but my precise location in order to even use it. Sorry... my privacy is important to me, my data isn't for sale... and I'm certainly not going to pay you to profit from my data.

Again... I have no clue why all the positive reviews.

Deleting the citizen app now after it just woke my family up... AGAIN... for NO reason.",1587,6481297c7a3b99eab485f73d
84,Storm Shield ,"24.May.2020 Revisited review: StormShield is again requesting a review and I wish I had dated my previous submission because it remains critically on point and StormShield  does not display its submission date. The prior review that I continue to stand by to follow: “Of course I have used this app for years and it has performed flawlessly (and I mean that), but never bothered to give it a rating. It is only now that it has become so slow and glitchy that I bother to finally rate it. 1) I launch the app in the middle of a thunderstorm and deluge and the display at the same location shows not cloud in the sky. 2) If and when there is thunderstorm display, random blocks or quadrants of the display are blank. 3) The ‘Play / Pause’ display function may or may not decide to comply though its icon says otherwise. 4) Should the ‘Play’ display function decide to actually comply, the time-stamped storm movement may just stop in its movement or most likely it will cycle ONCE and then STOP rather than repeating through the prior 30-45 minute time span as it once did. 5) After having purchased the purportedly full app in good faith, the now optional ‘Future’ function for an ongoing monthly fee belies the app’s public service quality because if the technology to provide the information is already existent (ie, available to and paid for by the issuer), then it should be incorporated into the app for its existing clientele. Bottom line: Just get it together or it will be money wasted as people move on to another, more reliable, better app. Thanks for reading...Velocitoro”",1582,648138137a3b99eab4869e36
85,Storm Shield ,"Received a response from the developer who advised there are lots of free items included but I still don’t honestly feel it’s right to charge a monthly subscription fee, I know one does not have to choose to pay and I am one of them, I initially purchased the app and I know apps go thru updates and development and that takes $$$ but honestly maybe a yearly fee that is more reasonable would be more acceptable.

For me having part of an app that I paid for that is now not accessible due to an update unless I pay a fee has caused me to move to a different app for my weather needs, I wish the developer the best for this app but for me it’s just not worth it.

UPDATE, UPDATE, UPDATE !!!!!!L

Seems the new update wants a monthly fee now, the reason I purchase apps is so I don’t have to keep buying but seems the developer wants a monthly subscription for future weather ???

Unless I am missing something when you click on future weather you are taken to a screen that want to sell it to you for like $0.99 per month, no thanks if that’s the case as that’s I bought the app in the first place so guess I need to go on the hunt for a new weather app, what a shame.

Have had this app on my older iPhone 5s for a long time and worked great and then upgraded to the iPhone X and still works great but locks up tight on my iPad Pro, running the latest updates and it goes thru then install fine but when I launch it the app displays the radar and does nothing and nothing you touch within the app works, hopefully this will get addressed in the next update as I like the app a lot",1581,648138137a3b99eab486989c
86,Disaster Alert,"This app is an eye opener, providing a barometer for overall planetary events. By constant monitoring, it becomes easy to differentiate between areas hit by random events and those area which are repeatedly struck yet possessing causal connections.  Impossible to remain a passive citizen with so many in need of help. 

The concepts I communicate are not simple casual observations, but rather, in these times, areas being struck using a paradigms which states, the Designer, will use whatever force necessary to cull out those factors contributing to over all planetary decay, as influenced by then moral (or lack there of)  ethical stance of the people affected.

It's interesting to study large land masses and the people inhabiting those areas. Save for islands and segment nations positioned on vastly active plate regions, there is a definite connection between the disasters of say, Japan and The US both of which share is compablw moral decadence.  

There are some locations, skilled with manipulation of stated freedoms for those whom they deceive, 

Japan has an well concealed pornograaphic home delivery system establishes with salons and hotel backing that goes beyond comprehension.  When the tsunami hit in 2010 with like the straw that broke the camels back.  If there were a caring creator, willing to act locally and globally, the areas being positioned for strikes frequently are those areas of maximum depraavity and moral decay.  

The data clusters beung found with socially today's world society frequently support this paradigm.  

Sent using CloudMagic",1579,648129ff7a3b99eab485fc39
87,Noonlight: Feel Protected 24/7,"I've been using SafeTrek for awhile now - since before there was a monthly fee, in any case. The security I feel knowing that I'm holding onto a deadman's switch and all I have to do to call for help is drop my phone? It's well worth a couple of dollars a month. 

Over the holiday break, I visited my parents at our rural home. At one in the morning in the middle of a rainstorm, the cows started mooing as if something was wrong. Concerned, I went outside with a heavy flashlight and my thumb on this app, just in case. It turned out the cows were fine, nobody had escaped, no one was trying to hurt them (which is unlikely, but that was the reason I used SafeTrek that night, just in case)... The silly cows were just standing outside in the rain for no reason, yelling loudly enough to hear from the house. Well, everything was fine, but the rain caused my phone's touchscreen to malfunction so that I had trouble inputting my code before the ten seconds were up. I was able to confirm by text that I was okay, so no one called the police on the cows. :)

The follow-up was above and beyond, though: the SafeTrek team texted me a couple days later to check in, make sure I was fine, and say they were glad it was a false alarm. I felt like I was in good hands. 

I hope I never have to use this app for real, but knowing that it seems to work like it's supposed to is a huge comfort! 

I'm about to walk to the bus stop in an unfamiliar part of the city at 10 p.m., and you can bet I'll be using SafeTrek for the hundredth time so I feel prepared and I don't have to worry!",1577,648136937a3b99eab4868abe
88,Noonlight: Feel Protected 24/7,Last year probably around November my dad was working over time so it was just me my mom and brother. I remember I went to grab something from the closet and I noticed the basement door closed (which was open just a few minutes before) so I asked my mom if she had closed it. She said “no. why?”. Me being the worry wart I am started to freak out. Then my mom started to walk over towards the basement door and kinda stopped. She asked my brother “did you put a toy behind the door?” He wasn’t paying attention earlier and just said no. I got even more sacred and asked her why she asked him that. She said “because the door is moving.” That was when I started crying. So my mom told us to hide. We hid behind the dog crate and she went into her room to get her gun(which she has a permit for) and I started crying even harder and my brother was laughing saying that I was just joking but this was no joke it was serious. When my mom came out from her room she had her gun out in front of her and went into the basement to look around. She was probably only down there for a couple minutes but it felt like an eternity. Eventually I made my way downstairs and asked her what was going on. “I don’t think anyone is down here but the basement door (leading to outside) was wide open.” she slowly said still looking around. I’m still to this day sacred of that. I wish I would have had safe trek back then. Thankfully no one was hurt but who knows what could have happened. I really wish I would have had safe trek back then if my mom didn’t have a gun we could’ve died.,1567,648136937a3b99eab4867765
89,Amber Weather,"Seconds after you install this piece of garbage sorry excuse of for an app, 
you start getting pop up ads regardless of what screen you're in on your 
phone. It's just flat out Disgusting. I'm so sick and tired of people doing 
passion-less work, wanting only to make a quick buck either through ad 
bombardedment or by harvesting data on their users to then sell off to 
those people making these ads in the first place. Take a moment to read 
through all the reviews regarding ads. There is absolutely no doubt 
whatsoever that they are fully aware of how annoying intrusive, & 
bothersome there ads are. Over half of the replies from these talentless 
devs specifically regarding the huge ad problem is a very poor masked 
version of ""tough luck, don't care"". Something very similar to ""sorry 
you've got some kind a problem with our ads, thanks for using our app and 
have a nice day."" almost as many of their replies also add a comment along 
the lines of ""sorry you don't like the ads but that's how we're getting 
paid so you best find a way to deal with it, oh and you have yourself a 
nice day"". Which I guarantee they add to the end if their replies purely 
out of condescension. Additionally and though I am just assuming here, it 
seems fairly obvious that the devs of this app aren't native English 
speakers and therefore presumably not within the US which further 
disinclines them from from caring one bit about their users. This is 
nothing more than an overseas scam to either steal their users data or 
pummel us then with ads for a quick buck",1562,648093f510211d840c77c276
90,FEMA,"The most blatant and obvious issue with an app such as this, is that you're assuming that you're going to have a cell phone and/or wifi signal sufficient enough to receive any information on any sort of disaster AFTER it has happened.  What cell phone service that is accessible is generally bogged down with everyone trying to call their loved ones at the same time, which will also render this app completely useless. If you need updates, get a solar powered am radio and look into cell phones that use GIS and satellite technologies...

By FEMA releasing this, it sheds a bit of light at just how brain-dead this completely useless agency is. An app to be used on a device that will not work during a disaster? Good one…

The bottom line is that an educated and prepared populous is ready to act when needed, and we certainly don't need to rely on the Federal Government to tell us something has already happened- heck, they release an app that will never work during a disaster! There's a hurricane or a giant asteroid rocketing toward earth? Great! Your local authorities are all you have ever needed. Stay informed without having your hand held by the Feds. Stock up on what you and your family needs, learn how to be resourceful and learn how to read a map and shoot an azimuth.

After this post in iTunes, this app gets deleted! While this may be a cynically-laced review, I'm simply trying to be frank about an app that is just completely stupid in every way, shape and form. Everyone has the tools they need- and that is your senses and common sense.",1560,64812b8c7a3b99eab48608b3
91,Noonlight: Feel Protected 24/7,"I’ve actually felt way safer by using this app.

But let’s be honest, You can call 911 for free.

Not only that but I found an interesting article, which says:

“Reaching the Authorities in an Emergency. Sometimes a defunct cell phone will still be able to call 911. In order for the phone to call 911, it has to have a working signal. It does not have to have a contract with a carrier (meaning you can't call any other number and can't receive calls)”

You can also ask Siri to call emergency services and they’ll transfer you within 3 seconds by just activating “Hey Siri”

Police usually would call back or track down the number and send someone to check up on the location, even if it was a call by mistake.

The app is for a good cause and I’m thankful it’s up there but I don’t think you should take advantage of people’s safety to make an income.

Not everyone has $3 to spare.

I barely have a dollar in change myself and have basically a very tight budget.

For all you know, they could be using a government phone because they can’t afford to pay for a phone service.

There’s a case of a woman who was preventing an intruder from entering her house because she was afraid he would hurt her daughter.

She went on to call the police and he broke into the room and the dispatcher told her to say she had the police on the line. It still didn’t prevent her from being sexually abused by the man.

Not every safety method is 100% successful.

I say stick to using voice command to call emergency services on your device.",1528,648136937a3b99eab4867ff2
92,Citizen: Local Safety Alerts,"The premise of this app is great, however, I honestly have to mute it’s notifications because I get too many, and majority of which don’t pertain to my own, nor the safety of those around me. I really DO NOT care about someone’s dog that went ran away 3.5 miles away from me when I live in a very urban area. Or a car accident with minor injuries several miles away. At one point, I became so dismissive with the notifications that there was actually a serious incident that happened near me, that I didn’t know about because I figured it was just a notification of some couple arguing on the other side of town again. Think the boy who cried wolf. That’s what this app’s notifications are giving without relevant notification filtering. 

I also live in Chicago, so any time there’s any crime — no matter how small —MAGA-nation and the other racist trolls flood the comments with unrelated and unprovoked vulgarities about the (black) mayor and (black) state attorney, along with blatant profanity regarding the race/socio-economic status of the undescribed/unidentified suspected perpetrator(s) that on ANY other app would get them permanently banned; Yet on this one no action is taken.  

It’s hard enough hearing about all the alleged crime going on around you, but to then have to read comments of other ‘citizens’ that somehow fit within Citizen’s “Community Guidelines” that are plain-text racial slurs, unrelated, untrue, uncalled-for, and seemingly unmoderated? The app is not worth it; it does more harm than good.",1525,6481297c7a3b99eab485f57e
93,The Weather Channel,"On Mother's Day this year (2018), your app failed me and my family at the 
time we needed it most. The results of this failure could have been 
disastrous. We were experiencing severe thunderstorms throughout the day. A 
storm rolled through in the evening that was fairly intense. It only lasted 
for a little while. A few hours later one of my wife's friends frantically 
texted asking if we were okay. Apparently during that storm a tornado 
rolled through our tiny little town. The funnel was a hundred yards wide 
and it was TWO BLOCKS from our house. Mind you, I'm not talking about two 
CITY blocks, I'm talking about two TINY blocks in a TINY like town. It is 
scary enough to think that it was so close to us. It is even more scary to 
realize that we were completely oblivious to its presence. We never 
received a tornado watch or tornado warning through the app. You better 
believe I would have run to the basement with my wife, our two year old, 
and our seven month old had I thought that anything like that was going on 
down the street. We took a walk the next day and thankfully no homes were 
leveled. No people lost their lives. There were however several trees 
uprooted throughout the community, power out in certain areas, and homes 
with minor damage. Some homeowners experienced broken windows and siding 
that had been torn off. Again, we are simply flabbergasted that this app 
failed to let us know about such a serious and potentially life-threatening 
situation. I don't know what else to say.",1523,6480a525d58440aff0388284
94,MyRadar Weather Radar Pro,"I have been searching for a good weather app for months now. It gets really annoying sometimes because either the weather app spans you with ads or they make you pay crazy amounts of money just to see an hourly forecast. Now if you are using an iPhone this app is not necessary but I still recommend you highly to download it. The reason is because iPhone already has a default weather app. On the other hand, iPad doesn’t have the default weather app. If you are an iPad user you must download this app. My first reason is: this app is a combination of a radar and accurate forecast. On the apple default app, they only give you a forecast. The second reason: it gives you notifications about emergency situations such as tornados. My third reason: this app is very customizable. Even without paying the subscription, you can customize it however you like. The fourth reason: it gives you a detailed description of the weather. It shows you what it feels like. It gives you the week forecast, hourly forecast and much more! I recommend this app for everyone. Don’t waste your time on other apps with too many ads. Even though this app has a few ads, they don’t take up the whole screen and they don’t come constantly. If you want a good weather app, download this app. A lot of the apps out there make you pay a lot of money to download their apps. This app is free! A huge thanks to the developers for creating such a good weather app. I hope you can make nice improvements that will make this app even better for user!",1521,648133c77a3b99eab4865b14
95,Citizen: Local Safety Alerts,"This app is dying now that they've accidentally doxxed a celebrity, so they're trying to get as much money as they can before they shut down completely. 

They removed coverage for my city and now I get no updates or alerts for anything nearby. They'll tell you about all the other cities with noteworthy local events but not the one I live in? How is that helpful? It's just a Breaking News app now.  Not beneficial for people who downloaded it for its intended use: to be aware of crime in your area and keep yourself safe. 

The Premium feature only advertises having ""live customer support"" and someone monitoring your location incase you feel unsafe... doesn't seem worth $20 when other apps have that service for free. Premium doesn't even unlock the features it originally had like getting alerts for your area. 

Other features that don't work: 
-You used to be able to message your friends on Citizen and send them alerts. Very helpful because I wasn't always checking the app, but my friends and I would reach out to each other if there were reports nearby. 
-Friend feature doesn't work: App will tell you when your friends have joined the app, and says ""Tap to Connect"", but the button just takes you to your current friends list and doesn't actually give you a way to add them. When you go to another part of the app to add friends, it just sends you to a list of your contacts where you can send a link to invite people to join. Doesn't actually show you a list of people already on the app to connect with.",1521,6481297c7a3b99eab485f6dd
96,Citizen: Local Safety Alerts,"I have to echo every word of Stphny9

Pay to use now

Mar 19
Stphny9
I've had this app for a couple of years now, and I really enjoyed it previously.
Unfortunately, every single time I open this app now, I'm bombarded with subscription notices. If you are not paying for this app, you can't really get access to much of anything. Some alerts are free, but many alerts require a paid subscription to even see what the incident is. On the incidents which are free, if you listen or watch any of the videos some stop midway and tell you that you cannot finish the recording unless you upgrade your subscription. What's the point of having a ""free app,"" if I then have to pay to find out what the incident is? I might as well not have the app! Other problems with the application is the false alerts and unmonitored comments. The comments most of the time are rude; which often range between blaming the homeless or victims in incidences. There's no monitoring comments... beside the ""don't be rude"" warning you get when opening the chat box. There's a number of alerts that come through that aren't verified. Verified alerts are part of the subscription, so you very likely will get false alerts. This app relies heavily on its users as it's sources, yet turns around and makes you pay for the content they aren't paying for themselves. For a free application that was meant to let citizens know of major incidents happening around them for their safety, it sure feels like they have prioritized their own pockets before the",1521,6481297c7a3b99eab485f718
97,Tornado - American Red Cross,"Initial download and setup showed location in another state where I vacationed a week ago, and there was no option to change it.  Next screen, however, showed my home address where I am currently. Added my daughter's zip code in another state and it accepted and showed correctly, but there was no option to remove it so I could enter a specific address.  Tested tornado alert siren.  Ye gads (glad I am old enough to know that phrase to print instead of what I was actually thinking)!!!  The siren would not stop and there is no off button!  Clicking out of app did not stop it.  Going to the controls page and turning off notification sounds and alerts did not stop it.  No tornados in my area, either.  Thought this would be so great because we have heard later today will bring severe thunderstorms with potential of tornados. Had to TURN OFF iPad sound.  Have not tried to turn it on again because it upset my dogs so much.  Recommend more user-end controls.  Without user control to delete locations AND to turn off the siren, this is virtually useless.  I guess I will have to delete the app. Hope someone reads this and lets me know of fixes.  It is a great idea, but who wants to sit in a meeting (or at home) and have it go off erroneously and not be able to turn the siren off?  However, it works almost as well as the red cross weather radio we bought a few years ago.  Second one, worked as well as the first and this.  Hope that meaning is clear - none of the three worked well enough to be dependable!!",1517,648139067a3b99eab486a6a9
